1.634921725070760667e-01,1.741076266760442637e-01,6.624002008168796696e-01
1.733013203374586253e-01,3.570732262123486045e-01,4.696254534501928535e-01
1.544087273617396339e-01,4.036906345088445147e-01,4.419006381294157682e-01
1.798462115147764495e-01,4.699546634172298565e-01,3.501991250679936662e-01
1.659178065655124990e-01,4.976414017399544143e-01,3.364407916945331145e-01
1.983862318755390819e-01,6.123285028252247741e-01,1.892852652992361995e-01
2.101192261286319585e-01,2.300389189030818127e-01,5.598418549682863121e-01
2.170565559022753777e-01,3.646947241785723492e-01,4.182487199191521898e-01
1.724960852208326789e-01,4.407288423663060506e-01,3.867750724128612982e-01
2.060914480087034928e-01,4.849959942265060220e-01,3.089125577647904852e-01
2.127593704697273436e-01,5.896559546021681308e-01,1.975846749281045256e-01
2.271039555342071192e-01,2.464926992778288251e-01,5.264033451879640557e-01
2.591528623759595806e-01,2.769070388558711460e-01,4.639400987681692179e-01
2.427385964534106988e-01,4.899424891985349473e-01,2.673189143480542707e-01
2.359867667380532441e-01,5.206003056824357600e-01,2.434129275795111069e-01
3.757989414140017193e-01,1.492227506285967731e-01,4.749783079574014799e-01
2.803325453016756730e-01,2.946274772618749371e-01,4.250399774364494454e-01
3.110162709033333361e-01,3.845484223027473836e-01,3.044353067939192248e-01
2.523289848539956859e-01,5.129209467166804259e-01,2.347500684293239159e-01
3.767316214442049116e-01,1.468862739503665471e-01,4.763821046054285691e-01
3.804469613308302245e-01,2.615810110063737648e-01,3.579720276627961217e-01
3.294264388465913407e-01,4.043781808998696548e-01,2.661953802535390601e-01
3.286807992753884577e-01,4.740758060751678049e-01,1.972433946494437096e-01
4.108868287975058764e-01,2.080964224584133104e-01,3.810167487440808132e-01
4.778382538389636669e-01,2.588593826741662496e-01,2.633023634868700280e-01
3.224587544368471836e-01,4.756623468013337352e-01,2.018788987618190534e-01
4.847754360920276673e-01,1.791496840647032185e-01,3.360748798432691697e-01
4.803728694480115524e-01,3.476419484613741395e-01,1.719851820906142803e-01
5.084397543879056736e-01,1.570068850003508432e-01,3.345533606117435110e-01
5.188868791186158624e-01,2.275820454080926536e-01,2.535310754732915117e-01
4.849787721449143607e-01,1.726084236594689070e-01,3.424128041956167046e-01
5.718216893931387101e-01,2.822257676226324619e-01,1.459525429842289390e-01
6.181090732836288515e-01,1.939867672464123949e-01,1.879041594699588369e-01
