1.991055033556801690e-01,2.102904697986556215e-01,5.906040268456642650e-01
2.326146762589991757e-01,2.182250359712459564e-01,5.491602877697548957e-01
2.238805970149162494e-01,2.139307462686560468e-01,5.621886567164277038e-01
2.288549253730701449e-01,4.950256716417934522e-01,2.761194029851364307e-01
2.074992829997156785e-01,2.275008910003384621e-01,5.649998259999458039e-01
1.883407396086529684e-01,4.372195740916294260e-01,3.744396862997175779e-01
1.710755555555682761e-01,4.215170370370359132e-01,4.074074074073958385e-01
1.518021415117299655e-01,4.098674215513918306e-01,4.383304369368781761e-01
1.666663414634015905e-01,4.105687804878181968e-01,4.227648780487802127e-01
1.692312804730633502e-01,5.326916721897650975e-01,2.980770473371715523e-01
1.708185539697315847e-01,5.587184508806689598e-01,2.704629951495994833e-01
1.905784357760975656e-01,5.460383568176961910e-01,2.633832074062062434e-01
1.507131077105964279e-01,6.048877865946111765e-01,2.443991056947924234e-01
1.907514450867050793e-01,6.184971098265906742e-01,1.907514450867042466e-01
1.934072286919638062e-01,6.219774516123256491e-01,1.846153196957105724e-01
2.505917730496187712e-01,2.127659574468167558e-01,5.366422695035645285e-01
2.376679732146552149e-01,1.995520714275249297e-01,5.627799553578198832e-01
2.278181294964296832e-01,2.278169784172304757e-01,5.443648920863398688e-01
1.923744034313931983e-01,2.253030780736310912e-01,5.823225184949757383e-01
2.058823529411764608e-01,2.352941176470588203e-01,5.588235294117647189e-01
2.015971257485116575e-01,2.235525748502899257e-01,5.748502994011984724e-01
2.159093760329210410e-01,4.772725537190915523e-01,3.068180702479874067e-01
2.061410526315839986e-01,5.175431578947837785e-01,2.763157894736322229e-01
2.236842105263079084e-01,5.109652631579145732e-01,2.653505263157774907e-01
2.161017681701220827e-01,5.296608575121281026e-01,2.542373743177498424e-01
1.983808264354491036e-01,5.344127823763672458e-01,2.672063911881836229e-01
2.227169516022211027e-01,5.278400198414613387e-01,2.494430285563175864e-01
2.330313965724192804e-01,5.090499580271881097e-01,2.579186454003926099e-01
2.214119708030033440e-01,5.109489051094618928e-01,2.676391240875347077e-01
2.202973384961308678e-01,5.297023644742845372e-01,2.500002970295845950e-01
1.869494179893944896e-01,1.393295238095689226e-01,6.737210582010365600e-01
2.403624489795627428e-01,1.859406802721285668e-01,5.736968707483086627e-01
2.516851242014151446e-01,1.707862187096232109e-01,5.775286570889616167e-01
2.368934409651362316e-01,2.388348772552009169e-01,5.242716817796628792e-01
2.472649472105199475e-01,2.450760647169920869e-01,5.076589880724879933e-01
2.340420316881634544e-01,2.510646815759648431e-01,5.148932867358716470e-01
2.494474172185377758e-01,5.033112582781880118e-01,2.472413245032742402e-01
2.663550406149556293e-01,4.088779779895279631e-01,3.247669813955164075e-01
2.789115646258613079e-01,4.217687074829599703e-01,2.993197278911787773e-01
2.248992771084442344e-01,5.120481927710731629e-01,2.630525301204826305e-01
2.431908213597658575e-01,5.038904255935604537e-01,2.529187530466736056e-01
2.431378823529324607e-01,5.078428235294054627e-01,2.490192941176621044e-01
2.465486390532584671e-01,5.226821301775118611e-01,2.307692307692297273e-01
2.325579198734681330e-01,5.813952290218866725e-01,1.860468511046451667e-01
1.830982106726055103e-01,6.478877592313119216e-01,1.690140300960825681e-01
3.992470056497174347e-01,1.826738983050753828e-01,4.180790960452071547e-01
3.738136615187306333e-01,1.935485046214884264e-01,4.326378338597809403e-01
4.223481818181623604e-01,1.723490909091143775e-01,4.053027272727232622e-01
3.163475159235452083e-01,3.503184713375837034e-01,3.333340127388710883e-01
3.260388012389957568e-01,3.282276860315694877e-01,3.457335127294348109e-01
3.099791082802472730e-01,3.460718471337466684e-01,3.439490445860060586e-01
3.495144545197751973e-01,4.252425863324038047e-01,2.252429591478209980e-01
2.699386503067510157e-01,5.071577914110215746e-01,2.229035582822273820e-01
3.212857831325119928e-01,4.638554216867659674e-01,2.148587951807220398e-01
2.282233388775899707e-01,6.167249105853347402e-01,1.550517505370753446e-01
2.415027524873724074e-01,5.921286846879981747e-01,1.663685628246294457e-01
2.952547500162459593e-01,5.571178749756370285e-01,1.476273750081169844e-01
3.976835837270800700e-01,1.776064316273506805e-01,4.247099846455692496e-01
4.179996275197567779e-01,1.840004377602720842e-01,3.979999347199711379e-01
3.961862359953440826e-01,2.055092222064974494e-01,3.983045417981584957e-01
3.502721453486198899e-01,3.720507423888141374e-01,2.776771122625659727e-01
3.828757047820948722e-01,3.651048439689429936e-01,2.520194512489621341e-01
3.351063829787218062e-01,3.439719148936187243e-01,3.209217021276594695e-01
3.561901714285860554e-01,4.419044571428717982e-01,2.019053714285421741e-01
3.716070575007889287e-01,4.175367290065502002e-01,2.108562134926608711e-01
3.790327029138046422e-01,4.354840114464327838e-01,1.854832856397626017e-01
4.115388236684047185e-01,1.826915798820961945e-01,4.057695964494991148e-01
4.434309158720678989e-01,1.642336725452121782e-01,3.923354115827198951e-01
4.709093987436360762e-01,1.599996160002263856e-01,3.690909852561375382e-01
3.910713168367671022e-01,3.589284688775796206e-01,2.500002142856532772e-01
3.475935828877007583e-01,3.761137967914431890e-01,2.762926203208560527e-01
3.775328176795581525e-01,3.867403314917122192e-01,2.357268508287296283e-01
4.571432979590231982e-01,3.767853209184973684e-01,1.660713811224794612e-01
4.334530743749709925e-01,4.100720604524215607e-01,1.564748651726074191e-01
4.203697777777758993e-01,4.203706666666625624e-01,1.592595555555615383e-01
4.740611239721512216e-01,1.556349735184226202e-01,3.703039025094261305e-01
4.875889361702234748e-01,1.684391489361861394e-01,3.439719148935904136e-01
4.650733720804103855e-01,1.746326984213988909e-01,3.602939294981906682e-01
4.980919072316999929e-01,1.908395058561745405e-01,3.110685869121254665e-01
4.795540459639961450e-01,1.728625049405414782e-01,3.475834490954624045e-01
4.917426813232457783e-01,1.706421517381012110e-01,3.376151669386530663e-01
4.543798273750743744e-01,3.886863583570027147e-01,1.569338142679228831e-01
4.385026737967859800e-01,4.082002139037393396e-01,1.532971122994746527e-01
4.251381663994366900e-01,4.140484773526365569e-01,1.608133562479267253e-01
4.917764495324978835e-01,1.677631137465780686e-01,3.404604367209240756e-01
5.079933192203507364e-01,1.669623681812062999e-01,3.250443125984429638e-01
4.785045169359626316e-01,1.757015852565434189e-01,3.457938978074939773e-01
4.446638910153675739e-01,3.932801918481517722e-01,1.620559171364806261e-01
4.294117647058395271e-01,4.137251764705605073e-01,1.568630588235999657e-01
4.519420858895493720e-01,3.905933742331093028e-01,1.574645398773413252e-01
5.823296385542198195e-01,1.947787951807175011e-01,2.228915662650626794e-01
