1.727855456710514492e-01,1.576681322395287743e-01,6.695463220894197764e-01
1.689177640883603171e-01,3.340494869922099874e-01,4.970327489194296677e-01
1.399676293183088338e-01,3.739763644593683822e-01,4.860560062223228672e-01
1.238273549486728076e-01,3.864917413907875132e-01,4.896809036605396792e-01
1.509433962264928042e-01,6.834384905659819376e-01,1.656181132075252305e-01
2.044764892133558998e-01,2.059381422424503283e-01,5.895853685441937442e-01
1.810641959654460120e-01,3.551463927918132590e-01,4.637894112427407567e-01
1.945883672049816548e-01,4.109179842174686681e-01,3.944936485775495938e-01
2.798061313868888123e-01,5.596099270072273368e-01,1.605839416058840174e-01
2.546278460994925164e-01,1.863146847357145530e-01,5.590574691647929306e-01
2.475814367670856608e-01,2.881993441904482367e-01,4.642192190424661025e-01
2.718727005150832765e-01,3.714678145695139433e-01,3.566594849154027802e-01
2.331040986602899434e-01,5.260636439567140110e-01,2.408322573829960733e-01
2.319096433239831723e-01,2.556718468721120296e-01,5.124185098039049091e-01
2.943525767386280800e-01,4.888252761085524756e-01,2.168221471528194721e-01
3.409900149120128066e-01,1.593909019433993046e-01,4.996190831445878611e-01
3.366791427376951140e-01,2.055903386293369550e-01,4.577305186329679310e-01
3.236665029899443158e-01,4.942493324106437824e-01,1.820841645994118740e-01
3.944628551124407800e-01,1.935642480849463498e-01,4.119728968026127869e-01
4.688904826811613469e-01,2.605541708404540135e-01,2.705553464783846951e-01
3.880271924990084109e-01,2.064195245134389511e-01,4.055532829875527212e-01
4.424978730045869835e-01,2.784850597662221205e-01,2.790170672291908960e-01
4.835704782019818460e-01,1.566746110088026167e-01,3.597549107892155651e-01
5.002218927617209099e-01,2.511503598490145706e-01,2.486277473892644918e-01
5.383374704410217593e-01,2.972114516702772935e-01,1.644510778887010860e-01
5.932204965731392443e-01,2.203385102805161810e-01,1.864409931463445746e-01
